 disease,code
Tuberculosis of other urinary organs_ bacteriological or histological examination not done,0163
Tuberculosis of other urinary organs_ bacteriological or histological examination unknown (at present),0163
Tuberculosis of other urinary organs_ tubercle bacilli found (in sputum) by microscopy,0163
Tuberculosis of other urinary organs_ tubercle bacilli not found (in sputum) by microscopy_ but found by bacterial culture,0163
Tuberculosis of other urinary organs_ tubercle bacilli not found by bacteriological examination_ but tuberculosis confirmed histologically,0163
Tuberculosis of other urinary organs_ tubercle bacilli not found by bacteriological or histological examination_ but tuberculosis confirmed by other methods [inoculation of animals],0163
Tuberculosis of epididymis_ unspecified,0164
Tuberculosis of epididymis_ bacteriological or histological examination not done,0164
Tuberculosis of epididymis_ bacteriological or histological examination unknown (at present),0164
Tuberculosis of epididymis_ tubercle bacilli found (in sputum) by microscopy,0164
Tuberculosis of epididymis_ tubercle bacilli not found (in sputum) by microscopy_ but found by bacterial culture,0164
Tuberculosis of epididymis_ tubercle bacilli not found by bacteriological examination_ but tuberculosis confirmed histologically,0164
Tuberculosis of epididymis_ tubercle bacilli not found by bacteriological or histological examination_ but tuberculosis confirmed by other methods [inoculation of animals],0164
Tuberculosis of other male genital organs_ unspecified,0165
Tuberculosis of other male genital organs_ bacteriological or histological examination not done,0165
Tuberculosis of other male genital organs_ bacteriological or histological examination unknown (at present),0165
Tuberculosis of other male genital organs_ tubercle bacilli found (in sputum) by microscopy,0165
Tuberculosis of other male genital organs_ tubercle bacilli not found (in sputum) by microscopy_ but found by bacterial culture,0165
Tuberculosis of other male genital organs_ tubercle bacilli not found by bacteriological examination_ but tuberculosis confirmed histologically,0165
Tuberculosis of other male genital organs_ tubercle bacilli not found by bacteriological or histological examination_ but tuberculosis confirmed by other methods [inoculation of animals],0165
Tuberculous oophoritis and salpingitis_ unspecified,0166
Tuberculous oophoritis and salpingitis_ bacteriological or histological examination not done,0166
Tuberculous oophoritis and salpingitis_ bacteriological or histological examination unknown (at present),0166
Tuberculous oophoritis and salpingitis_ tubercle bacilli found (in sputum) by microscopy,0166
Tuberculous oophoritis and salpingitis_ tubercle bacilli not found (in sputum) by microscopy_ but found by bacterial culture,0166
Tuberculous oophoritis and salpingitis_ tubercle bacilli not found by bacteriological examination_ but tuberculosis confirmed histologically,0166
Tuberculous oophoritis and salpingitis_ tubercle bacilli not found by bacteriological or histological examination_ but tuberculosis confirmed by other methods [inoculation of animals],0166
Tuberculosis of other female genital organs_ unspecified,0167
Tuberculosis of other female genital organs_ bacteriological or histological examination not done,0167
Tuberculosis of other female genital organs_ bacteriological or histological examination unknown (at present),0167
Tuberculosis of other female genital organs_ tubercle bacilli found (in sputum) by microscopy,0167
Tuberculosis of other female genital organs_ tubercle bacilli not found (in sputum) by microscopy_ but found by bacterial culture,0167
Tuberculosis of other female genital organs_ tubercle bacilli not found by bacteriological examination_ but tuberculosis confirmed histologically,0167
Tuberculosis of other female genital organs_ tubercle bacilli not found by bacteriological or histological examination_ but tuberculosis confirmed by other methods [inoculation of animals],0167
Genitourinary tuberculosis_ unspecified_ unspecified,0169
Genitourinary tuberculosis_ unspecified_ bacteriological or histological examination not done,0169
Genitourinary tuberculosis_ unspecified_ bacteriological or histological examination unknown (at present),0169
Genitourinary tuberculosis_ unspecified_ tubercle bacilli found (in sputum) by microscopy,0169
Genitourinary tuberculosis_ unspecified_ tubercle bacilli not found (in sputum) by microscopy_ but found by bacterial culture,0169
Genitourinary tuberculosis_ unspecified_ tubercle bacilli not found by bacteriological examination_ but tuberculosis confirmed histologically,0169
Genitourinary tuberculosis_ unspecified_ tubercle bacilli not found by bacteriological or histological examination_ but tuberculosis confirmed by other methods [inoculation of animals],0169
Tuberculosis of skin and subcutaneous cellular tissue_ unspecified,0170
Tuberculosis of skin and subcutaneous cellular tissue_ bacteriological or histological examination not done,0170
Tuberculosis of skin and subcutaneous cellular tissue_ bacteriological or histological examination unknown (at present),0170
Tuberculosis of skin and subcutaneous cellular tissue_ tubercle bacilli found (in sputum) by microscopy,0170
Tuberculosis of skin and subcutaneous cellular tissue_ tubercle bacilli not found (in sputum) by microscopy_ but found by bacterial culture,0170
Tuberculosis of skin and subcutaneous cellular tissue_ tubercle bacilli not found by bacteriological examination_ but tuberculosis confirmed histologically,0170
Tuberculosis of skin and subcutaneous cellular tissue_ tubercle bacilli not found by bacteriological or histological examination_ but tuberculosis confirmed by other methods [inoculation of animals],0170
Erythema nodosum with hypersensitivity reaction in tuberculosis_ unspecified,0171
Erythema nodosum with hypersensitivity reaction in tuberculosis_ bacteriological or histological examination not done,0171
Erythema nodosum with hypersensitivity reaction in tuberculosis_ bacteriological or histological examination unknown (at present),0171
Erythema nodosum with hypersensitivity reaction in tuberculosis_ tubercle bacilli found (in sputum) by microscopy,0171
Erythema nodosum with hypersensitivity reaction in tuberculosis_ tubercle bacilli not found (in sputum) by microscopy_ but found by bacterial culture,0171
Erythema nodosum with hypersensitivity reaction in tuberculosis_ tubercle bacilli not found by bacteriological examination_ but tuberculosis confirmed histologically,0171
Erythema nodosum with hypersensitivity reaction in tuberculosis_ tubercle bacilli not found by bacteriological or histological examination_ but tuberculosis confirmed by other methods [inoculation of animals],0171
Tuberculosis of peripheral lymph nodes_ unspecified,0172
Tuberculosis of peripheral lymph nodes_ bacteriological or histological examination not done,0172
Tuberculosis of peripheral lymph nodes_ bacteriological or histological examination unknown (at present),0172
Tuberculosis of peripheral lymph nodes_ tubercle bacilli found (in sputum) by microscopy,0172
Tuberculosis of peripheral lymph nodes_ tubercle bacilli not found (in sputum) by microscopy_ but found by bacterial culture,0172
Tuberculosis of peripheral lymph nodes_ tubercle bacilli not found by bacteriological examination_ but tuberculosis confirmed histologically,0172
Tuberculosis of peripheral lymph nodes_ tubercle bacilli not found by bacteriological or histological examination_ but tuberculosis confirmed by other methods [inoculation of animals],0172
Tuberculosis of eye_ unspecified,0173
Tuberculosis of eye_ bacteriological or histological examination not done,0173
Tuberculosis of eye_ bacteriological or histological examination unknown (at present),0173
Tuberculosis of eye_ tubercle bacilli found (in sputum) by microscopy,0173
Tuberculosis of eye_ tubercle bacilli not found (in sputum) by microscopy_ but found by bacterial culture,0173
Tuberculosis of eye_ tubercle bacilli not found by bacteriological examination_ but tuberculosis confirmed histologically,0173
Tuberculosis of eye_ tubercle bacilli not found by bacteriological or histological examination_ but tuberculosis confirmed by other methods [inoculation of animals],0173
Tuberculosis of ear_ unspecified,0174
Tuberculosis of ear_ bacteriological or histological examination not done,0174
Tuberculosis of ear_ bacteriological or histological examination unknown (at present),0174
Tuberculosis of ear_ tubercle bacilli found (in sputum) by microscopy,0174
Tuberculosis of ear_ tubercle bacilli not found (in sputum) by microscopy_ but found by bacterial culture,0174
Tuberculosis of ear_ tubercle bacilli not found by bacteriological examination_ but tuberculosis confirmed histologically,0174
Tuberculosis of ear_ tubercle bacilli not found by bacteriological or histological examination_ but tuberculosis confirmed by other methods [inoculation of animals],0174
Tuberculosis of thyroid gland_ unspecified,0175
Tuberculosis of thyroid gland_ bacteriological or histological examination not done,0175
Tuberculosis of thyroid gland_ bacteriological or histological examination unknown (at present),0175
Tuberculosis of thyroid gland_ tubercle bacilli found (in sputum) by microscopy,0175
Tuberculosis of thyroid gland_ tubercle bacilli not found (in sputum) by microscopy_ but found by bacterial culture,0175
Tuberculosis of thyroid gland_ tubercle bacilli not found by bacteriological examination_ but tuberculosis confirmed histologically,0175
